*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
K0314101,蛋類,鵪鶉鹹蛋,"樣品狀態:熟,鵪鶉蛋製品(鵪鶉蛋,鹽,香辛料,自來水等); 前處理描述:去殼,混合均勻打碎",鳥蛋,12 ,173 ,173,66.9,13.7,12.3,4.4,5.1,1.9,,0.2,0.2,0.0,,0.0,0.0,0.0,1810,152,56,12,2.8,2.1,208,,,654,196,196,,,,,,,3.93 ,3.28 ,3.20 ,0.02 ,0.68 ,0.03 ,,,,0.06,0.57,0.17,0.15,3.11,,0.0,4397,0,0,0,0,0,0,65,9,3114,28,1168,0,0,14,0,5473,10,450,4994,18,0,2386,1921,111,0,218,0,20,117,36,1.00/2.29/1.84,,14492 ,1432 ,790 ,1064 ,1941 ,486 ,524 ,786 ,225 ,844 ,469 ,718 ,1305 ,624 ,770 ,1089 ,381 ,855 ,190 ,485 ,
K0320101,蛋類,鵪鶉滷蛋,"樣品狀態:熟,鵪鶉蛋製品,真空包裝(鵪鶉蛋,醬油,糖,鹽,調味料等); 前處理描述:混合均勻打碎",鳥蛋,,238 ,238,57.0,16.2,14.3,5.4,1.4,11.1,,5.0,0.3,0.4,,0.8,3.5,0.0,315,92,78,13,3.1,2.5,261,0.076 ,,935,279,278,,5,,,,,3.09 ,2.29 ,2.20 ,0.00 ,0.89 ,0.00 ,,,,0.01,0.45,0.06,0.14,1.33,35.2,0.0,5433,0,0,0,0,0,0,75,9,3809,31,1499,0,5,3,1,6127,12,509,5591,15,0,2716,2106,77,0,312,6,83,133,56,1.00/2.26/2.00,,16375 ,1608 ,892 ,1198 ,2239 ,863 ,620 ,904 ,191 ,955 ,362 ,812 ,1486 ,710 ,876 ,1200 ,416 ,839 ,203 ,787 ,
K0321101,蛋類,鵪鶉鐵蛋,"樣品狀態:熟,鵪鶉蛋製品,真空包裝(鵪鶉蛋.蜂蜜.醬油等); 前處理描述:去殼,混合均勻打碎",鳥蛋,,439 ,439,20.4,28.8,26.9,9.9,3.5,20.4,,,,,,,,,194,241,153,31,6.2,3.6,453,,,1472,442,442,,,,,,,3.08 ,2.29 ,2.20 ,0.00 ,0.88 ,0.00 ,,,,0.40,1.01,0.83,1.05,1.66,,0.0,9873,0,0,0,0,0,0,171,0,7459,0,2242,0,0,0,0,13943,0,1574,12324,45,0,3113,2623,86,19,162,24,39,159,,1.00/4.48/3.17,,26066 ,2719 ,1459 ,1892 ,3624 ,918 ,1011 ,746 ,837 ,1632 ,877 ,1309 ,2344 ,1070 ,1422 ,1719 ,744 ,1391 ,354 ,1575 ,
K0400101,蛋類,鴿蛋,"樣品狀態:生; 前處理描述:去殼,混合均質",鳥蛋,16 ,96 ,96,80.8,10.2,5.7,1.5,0.8,2.5,,,,,,,,,143,127,25,9,3.2,1.3,135,,,243,73,73,,,,,,,1.83 ,1.60 ,1.57 ,0.00 ,0.26 ,0.00 ,,,,0.05,0.57,0.25,0.09,2.24,,0.0,1531,0,0,0,76,0,0,26,0,896,0,477,0,56,0,0,3393,0,145,3248,0,0,816,816,0,0,0,0,0,0,,1.00/4.16/1.88,,10023 ,937 ,470 ,685 ,1418 ,400 ,290 ,523 ,392 ,558 ,429 ,518 ,899 ,448 ,533 ,716 ,180 ,511 ,116 ,303 ,
K0500102,蛋類,鵝蛋,"樣品狀態:生; 前處理描述:去殼,混合均質",,14 ,179 ,179,70.2,10.0,15.0,5.5,1.6,3.2,,,,,,,,,134,130,49,11,4.3,2.1,257,,,1429,429,429,,,,,,,0.70 ,0.59 ,0.58 ,0.00 ,0.12 ,0.00 ,,,,0.11,0.46,0.13,0.29,2.03,,0.0,5488,0,0,0,405,0,0,0,0,4113,0,969,0,0,0,0,8351,0,471,7879,0,0,1151,1151,0,0,0,0,0,0,,1.00/7.25/4.77,,11692 ,1066 ,672 ,878 ,1527 ,454 ,378 ,585 ,497 ,618 ,537 ,580 ,973 ,505 ,635 ,717 ,228 ,694 ,146 ,870 ,
L0100101,乳品類,高脂鮮乳,樣品狀態:高脂(≧3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,73 ,73,85.8,3.2,4.0,2.7,0.9,6.1,,5.0,0.0,0.0,0.0,0.0,0.0,5.0,39,140,116,13,0.1,0.5,96,,,150,45,45,0,0,,,,,0.07 ,0.06 ,0.06 ,0.00 ,0.01 ,0.00 ,,,,0.04,0.19,0.39,0.02,0.37,0.0,0.1,2744,118,84,53,103,118,4,369,36,1157,27,660,0,13,1,1,1098,19,43,1035,0,0,152,129,19,0,3,1,1,0,5,1.00/7.21/18.02,105 ,3629 ,261 ,144 ,176 ,721 ,345 ,68 ,115 ,168 ,208 ,79 ,180 ,346 ,168 ,160 ,280 ,94 ,117 ,0 ,15 ,
L01021,乳品類,全脂鮮乳平均值,樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",0 ,63 ,63,87.9,3.1,3.6,2.5,0.7,4.8,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,37,147,104,10,0.1,0.4,83,0.005 ,0.002 ,143,42,41,0,4,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.06 ,0.06 ,0.00 ,0.01 ,0.01 ,0.00 ,1.65 ,0.00 ,0.04,0.17,0.20,0.03,0.63,1.6,0.4,2470,87,73,57,107,106,3,403,34,1144,20,425,2,6,2,1,984,16,64,901,1,0,122,100,16,1,4,1,1,0,15,1.00/8.08/20.29,92 ,3135 ,233 ,129 ,161 ,642 ,301 ,60 ,102 ,81 ,159 ,63 ,153 ,306 ,153 ,143 ,249 ,96 ,95 ,5 ,13 ,
L0102101,乳品類,全脂鮮乳(1月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,62 ,62,88.2,2.9,3.6,2.5,0.6,4.7,,,,,,,,,40,152,117,8,0.2,0.6,80,,,220,66,66,,,,,,,0.06 ,0.06 ,0.06 ,0.00 ,0.00 ,0.00 ,,,,0.04,0.16,0.47,0.02,0.35,0.0,0.5,2515,51,55,44,106,130,0,433,42,1178,0,468,0,9,0,0,984,0,58,926,0,0,111,97,14,0,0,0,0,0,,1.00/8.88/22.70,,3113 ,225 ,126 ,157 ,626 ,282 ,58 ,95 ,182 ,170 ,63 ,147 ,293 ,146 ,136 ,232 ,76 ,100 ,0 ,12 ,
L0102102,乳品類,全脂鮮乳(4月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,62 ,62,88.2,2.9,3.6,2.5,0.7,4.6,,4.9,0.0,0.0,0.0,0.0,0.0,4.9,35,127,92,9,0.1,0.3,76,,,112,34,34,0,0,,,,,0.05 ,0.05 ,0.05 ,0.00 ,0.00 ,0.00 ,,,,0.04,0.14,0.33,0.05,2.73,0.0,0.6,2540,139,114,49,106,121,3,390,35,1143,26,406,0,7,1,1,896,18,66,812,1,0,120,97,19,0,2,1,1,0,4,1.00/7.49/21.22,91 ,3686 ,290 ,160 ,198 ,802 ,378 ,75 ,130 ,165 ,22 ,90 ,195 ,391 ,180 ,178 ,317 ,102 ,13 ,0 ,13 ,
L0102103,乳品類,全脂鮮乳(6月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,63 ,63,87.9,3.2,3.6,2.5,0.7,4.6,,4.0,0.0,0.0,,0.0,0.0,4.0,36,146,101,10,0.1,0.4,74,,,115,31,30,,9,,,,,0.08 ,0.07 ,0.07 ,0.00 ,0.01 ,0.00 ,,,,0.04,0.19,0.02,0.04,0.44,0.2,0.9,2471,101,63,40,93,115,6,395,0,1184,27,434,0,7,4,2,969,34,74,858,2,0,113,92,13,0,8,0,0,0,16,1.00/8.57/21.86,,3037 ,234 ,130 ,160 ,612 ,287 ,59 ,101 ,14 ,174 ,71 ,148 ,302 ,155 ,145 ,252 ,83 ,107 ,6 ,13 ,
L0102104,乳品類,全脂鮮乳(9月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,64 ,64,87.8,2.8,3.6,2.4,0.6,5.3,,4.3,0.0,0.0,,0.0,0.0,4.3,33,129,89,9,0.0,0.4,72,,,147,44,44,,,,,,,0.07 ,0.06 ,0.06 ,0.00 ,0.01 ,0.00 ,,,,0.05,0.17,0.39,0.04,0.34,1.2,0.4,2414,118,71,41,84,103,6,355,38,1133,26,429,0,7,3,2,1045,32,71,940,2,0,106,81,13,0,6,4,2,0,17,1.00/9.90/22.86,,2787 ,203 ,115 ,134 ,502 ,269 ,54 ,91 ,67 ,179 ,64 ,149 ,275 ,139 ,132 ,230 ,85 ,98 ,0 ,13 ,
L0102105,乳品類,全脂鮮乳(10月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,64 ,64,87.7,3.0,3.7,2.6,0.8,4.8,,4.5,0.0,0.0,,0.0,0.0,4.5,36,168,97,9,0.0,0.4,102,,,122,37,37,,,,,,,0.06 ,0.05 ,0.05 ,0.00 ,0.01 ,0.00 ,,,,0.07,0.17,0.20,0.05,0.24,0.6,0.0,2560,98,71,48,106,124,3,413,41,1189,14,443,0,7,1,1,1026,16,67,942,1,0,111,89,16,0,3,2,1,0,17,1.00/9.25/23.07,,2809 ,206 ,116 ,144 ,584 ,262 ,54 ,93 ,110 ,158 ,45 ,133 ,269 ,132 ,126 ,214 ,73 ,90 ,0 ,13 ,
L0102106,乳品類,全脂鮮乳(11月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,62 ,62,88.1,3.1,3.5,2.4,0.7,4.6,,,,,,,,,47,163,110,13,0.1,0.5,95,,,130,39,39,,,,,,,0.08 ,0.08 ,0.08 ,0.00 ,0.01 ,0.00 ,,,,0.04,0.18,0.13,0.01,0.12,0.3,0.1,2442,95,81,57,119,143,4,398,38,1022,22,454,1,8,1,0,936,0,57,875,4,0,122,101,16,0,6,0,0,0,,1.00/7.66/19.99,,3238 ,238 ,130 ,163 ,681 ,326 ,63 ,104 ,44 ,189 ,76 ,155 ,299 ,165 ,143 ,245 ,89 ,130 ,0 ,14 ,
L0102107,乳品類,全脂鮮乳(12月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,64 ,64,87.4,3.2,3.4,2.4,0.7,5.2,,,,,,,,,42,147,94,10,0.1,0.3,85,,,117,35,35,,,,,,,0.18 ,0.07 ,0.06 ,0.01 ,0.04 ,0.07 ,,,,0.04,0.18,0.05,0.04,0.47,1.5,0.1,2359,92,63,130,142,5,0,448,39,1054,19,354,11,3,0,0,950,0,61,888,0,0,126,110,13,4,0,0,0,0,,1.00/7.52/18.69,,3246 ,233 ,130 ,163 ,654 ,300 ,60 ,98 ,48 ,186 ,60 ,149 ,297 ,151 ,140 ,246 ,182 ,115 ,34 ,14 ,
L0102108,乳品類,全脂鮮乳(7月取樣),樣品狀態:全脂(3.0-3.8%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",0 ,65 ,65,87.7,3.7,3.7,2.5,0.7,4.2,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,32,142,133,9,0.1,0.5,78,0.005 ,0.002 ,151,44,44,,3,0.00 ,0.00 ,0.00 ,0.00 ,0.06 ,0.06 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,1.65 ,0.00 ,0.03,0.14,0.00,0.00,0.33,9.0,0.5,2451,0,70,43,95,113,0,385,40,1254,24,416,0,5,3,2,1064,34,59,968,1,2,166,133,24,0,6,1,2,0,24,1.00/6.42/14.78,94 ,3167 ,237 ,128 ,170 ,674 ,309 ,61 ,107 ,22 ,193 ,37 ,152 ,325 ,158 ,148 ,257 ,81 ,109 ,0 ,14 ,
L0104101,乳品類,中脂鮮乳,樣品狀態:中脂(1.5-3.0%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,48 ,48,89.4,3.1,1.9,1.3,0.8,4.8,,,,,,,,,46,157,107,13,0.1,0.4,93,,,66,20,20,,,,,,,0.04 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,,,,0.04,0.16,0.13,0.01,0.13,0.3,0.1,1300,48,42,29,58,69,2,204,20,565,12,246,0,4,0,0,503,0,30,469,3,0,64,54,7,0,3,0,0,0,,1.00/7.84/20.29,,3339 ,241 ,132 ,166 ,696 ,328 ,65 ,110 ,44 ,197 ,99 ,161 ,308 ,171 ,150 ,250 ,89 ,131 ,0 ,10 ,
L0106101,乳品類,低脂鮮乳,樣品狀態:低脂(0.5-1.5%)鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",0 ,43 ,43,90.0,3.3,1.1,0.7,0.7,5.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,4.7,28,147,96,8,0.0,0.7,88,0.003 ,0.003 ,60,18,18,,0,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03,0.19,0.17,0.04,0.40,14.0,0.6,736,31,23,13,29,34,0,111,11,361,7,111,0,2,3,0,276,10,18,245,0,4,35,31,4,0,0,0,0,0,3,1.00/8.00/21.31,22 ,3455 ,260 ,145 ,180 ,746 ,330 ,66 ,110 ,17 ,208 ,72 ,160 ,337 ,171 ,157 ,271 ,83 ,116 ,27 ,7 ,
L0110101,乳品類,高脂強化鮮乳(鈣強化),"樣品狀態:高脂強化鮮乳(生乳,異麥芽寡糖,鹿角菜膠,碳酸鈣,維生素D3等); 前處理描述:混合均勻","牛乳,牛奶",,68 ,68,86.9,3.2,3.9,2.7,0.8,5.2,,4.6,0.0,0.0,,0.0,0.0,4.6,36,146,200,10,0.0,0.3,88,,,134,40,40,,,,,,,0.08 ,0.08 ,0.08 ,0.00 ,0.00 ,0.00 ,,,,0.04,0.17,0.19,0.04,0.32,2.3,0.0,2671,116,71,42,91,125,6,407,41,1241,27,493,0,7,3,2,1125,35,76,1012,2,0,124,102,12,0,6,0,4,0,15,1.00/9.04/21.46,,2993 ,219 ,124 ,153 ,634 ,282 ,56 ,96 ,22 ,176 ,58 ,145 ,282 ,147 ,137 ,256 ,106 ,100 ,0 ,15 ,
L0110201,乳品類,高脂強化鮮乳(寡醣強化),"樣品狀態:高脂強化鮮乳(生乳,寡醣等); 前處理描述:混合均勻","牛乳,牛奶",,69 ,69,86.9,3.2,4.1,2.9,0.7,5.1,,,,,,,,,44,165,71,10,0.2,0.4,98,,,110,33,33,,,,,,,0.04 ,0.03 ,0.03 ,0.00 ,0.01 ,0.00 ,,,,0.04,0.19,0.00,0.06,0.32,3.4,0.0,2852,297,100,56,115,127,0,418,45,1135,30,528,0,0,0,0,1092,0,55,1037,0,0,136,119,17,0,0,0,0,0,,1.00/8.01/20.93,,3174 ,230 ,128 ,159 ,645 ,297 ,58 ,99 ,23 ,183 ,70 ,153 ,310 ,160 ,153 ,248 ,84 ,115 ,59 ,14 ,
L0114101,乳品類,中脂強化鮮乳(脂肪酸調整),樣品狀態:中脂強化鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,59 ,59,86.9,2.0,2.0,1.4,0.5,8.6,,,,,,,,,37,87,61,6,0.1,0.2,54,,,116,28,25,0,20,,,,,0.02 ,0.02 ,0.02 ,0.00 ,0.00 ,0.00 ,,,,0.03,0.15,0.00,0.05,0.06,1.4,0.0,1387,0,35,30,69,75,2,217,21,560,14,357,0,8,0,0,522,0,29,490,0,3,81,36,21,18,2,2,2,0,,1.00/6.45/17.16,,1979 ,147 ,83 ,102 ,411 ,182 ,39 ,63 ,30 ,119 ,38 ,93 ,184 ,95 ,85 ,156 ,57 ,74 ,23 ,8 ,
L0116101,乳品類,低脂強化鮮乳(維生素E強化),樣品狀態:低脂強化鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,41 ,41,90.8,3.0,1.3,1.0,0.7,4.2,,5.0,0.2,0.0,0.0,0.0,0.0,4.8,43,144,103,10,0.1,0.4,85,,,60,18,18,,,,,,,1.22 ,1.22 ,1.22 ,0.00 ,0.00 ,0.00 ,,,,0.03,0.20,0.00,0.01,0.11,0.0,0.0,966,52,39,26,53,60,2,154,15,369,8,184,0,3,1,0,327,5,25,297,0,0,45,35,7,0,2,0,0,0,1,1.00/7.23/21.39,51 ,3522 ,226 ,125 ,156 ,656 ,307 ,60 ,103 ,417 ,187 ,103 ,152 ,289 ,161 ,140 ,232 ,84 ,124 ,0 ,9 ,
L0116201,乳品類,低脂強化鮮乳(寡醣強化),"樣品狀態:低脂強化鮮乳(生乳,寡糖等); 前處理描述:混合均勻","牛乳,牛奶",,46 ,46,89.4,3.1,1.3,0.9,0.7,5.5,,4.5,0.2,0.0,,0.1,0.0,4.2,33,151,112,10,0.1,0.4,81,,,50,15,15,,,,,,,0.05 ,0.02 ,0.02 ,0.00 ,0.01 ,0.02 ,,,,0.04,0.15,0.06,0.04,0.35,0.2,0.6,901,85,22,13,31,40,2,131,13,401,9,148,0,3,2,1,364,11,19,332,2,0,51,46,5,0,0,0,0,0,11,1.00/7.12/17.64,,3149 ,235 ,129 ,160 ,668 ,287 ,60 ,101 ,21 ,188 ,78 ,157 ,310 ,156 ,146 ,257 ,83 ,108 ,6 ,7 ,
L0118101,乳品類,脫脂強化鮮乳(鈣強化),樣品狀態:脫脂(<0.5%)強化鮮乳(脫脂生乳等); 前處理描述:混合均勻,"牛乳,牛奶",,42 ,42,89.0,3.5,0.3,0.2,0.9,6.3,,,,,,,,,49,182,150,11,0.0,0.3,149,,,7,2,2,0,0,,,,,0.01 ,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,,,,0.03,0.36,0.00,0.03,0.27,2.0,2.1,242,65,4,3,6,8,0,30,0,92,0,35,0,0,0,0,81,0,5,77,0,0,7,7,0,0,0,0,0,0,,1.00/12.49/37.27,,3701 ,280 ,156 ,195 ,767 ,373 ,71 ,120 ,41 ,213 ,78 ,166 ,356 ,168 ,160 ,295 ,102 ,131 ,30 ,4 ,
L0118201,乳品類,脫脂強化鮮乳(寡醣強化),"樣品狀態:脫脂(<0.5%)強化鮮乳(生乳,寡醣等); 前處理描述:混合均勻","牛乳,牛奶",,36 ,36,90.7,3.1,0.4,0.2,0.7,5.2,,4.6,0.1,0.0,,0.0,0.0,4.5,33,134,101,9,0.0,0.9,72,,,8,2,2,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.03,0.17,0.05,0.05,0.27,0.4,0.1,230,8,3,2,10,11,0,35,2,114,1,42,0,0,1,0,118,2,4,112,0,0,18,17,1,0,0,0,0,0,1,1.00/6.73/13.14,,3065 ,235 ,130 ,161 ,657 ,300 ,59 ,102 ,19 ,174 ,64 ,143 ,298 ,148 ,141 ,245 ,82 ,104 ,3 ,3 ,
L0118301,乳品類,脫脂強化鮮乳(鐵強化),樣品狀態:脫脂(<0.5%)強化鮮乳; 前處理描述:混合均勻,"牛乳,牛奶",,41 ,41,89.3,4.2,0.2,0.1,0.8,5.6,,,,,,,,,59,159,119,12,0.7,0.7,102,,,12,4,4,,,,,,,0.02 ,0.01 ,0.01 ,0.00 ,0.01 ,0.00 ,,,,0.03,0.34,0.07,0.04,0.49,3.0,13.3,110,0,3,0,5,6,0,20,0,57,0,19,0,0,0,0,57,0,0,57,0,0,3,3,0,0,0,0,0,0,,1.00/17.70/34.27,,4306 ,316 ,177 ,222 ,882 ,410 ,84 ,140 ,58 ,249 ,95 ,201 ,404 ,205 ,196 ,339 ,117 ,160 ,51 ,5 ,
L0124101,乳品類,中脂調味乳(巧克力),"樣品狀態:中脂調味乳(生乳,可可粉,水,砂糖,果糖,鹽,海藻酸鈉,鈣質等); 前處理描述:混合均勻","牛乳,牛奶",,63 ,61,86.3,1.9,2.0,1.4,0.5,9.2,0.8,6.9,0.8,1.3,,0.0,2.1,2.6,30,132,60,11,0.4,0.3,54,,,187,50,46,,20,,,,,0.21 ,0.16 ,0.16 ,0.00 ,0.05 ,0.00 ,,,,0.07,0.12,0.56,0.02,0.00,1.1,0.0,1360,98,37,23,49,62,4,187,18,576,13,286,0,5,3,0,542,15,29,498,0,0,60,52,8,0,0,0,0,0,17,1.00/9.07/22.74,,1893 ,152 ,81 ,98 ,396 ,184 ,42 ,65 ,12 ,107 ,36 ,90 ,181 ,90 ,87 ,150 ,48 ,70 ,4 ,9 ,
L0124201,乳品類,中脂調味乳(多穀類),"樣品狀態:中脂調味乳(生乳,大麥,杏仁豆,白芝麻,燕麥,糙米等); 前處理描述:混合均勻","牛乳,牛奶",,67 ,65,86.4,2.4,3.1,2.1,0.6,7.6,1.1,,,,,,,,45,104,52,9,0.1,0.3,70,,,95,26,24,0,9,,,,,0.43 ,0.17 ,0.10 ,0.10 ,0.15 ,0.08 ,,,,0.03,0.13,0.00,0.04,0.31,1.8,0.6,2053,62,34,71,82,2,0,280,28,820,18,645,0,7,2,2,778,0,45,726,7,0,239,227,12,0,0,0,0,0,,1.00/3.25/8.59,,2150 ,164 ,87 ,109 ,453 ,190 ,46 ,70 ,33 ,127 ,43 ,99 ,200 ,100 ,96 ,159 ,60 ,90 ,25 ,10 ,
L0124301,乳品類,中脂調味乳(果汁),樣品狀態:中脂(0.5-1.5%)調味乳; 前處理描述:混合均勻,"牛乳,牛奶",,54 ,54,88.0,1.6,1.6,1.2,0.4,8.4,,9.9,0.4,0.6,0.2,0.0,6.6,2.1,39,79,31,9,0.0,0.2,47,,,47,14,14,,,,,,,0.05 ,0.05 ,0.05 ,0.00 ,0.00 ,0.00 ,,,,0.02,0.09,1.00,0.01,0.03,1.0,0.0,1171,62,64,47,79,83,2,184,18,477,9,145,0,1,1,0,351,8,29,314,0,0,39,31,6,0,1,0,1,0,1,1.00/9.11/30.35,42 ,,,,,,,,,,,,,,,,,,,,8 ,
L0124401,乳品類,中脂調味乳(鈣強化),樣品狀態:中脂(≧1.5%)調味乳; 前處理描述:混合均勻,"牛乳,牛奶",,68 ,68,85.6,2.3,2.6,1.8,0.6,8.9,,4.1,0.1,0.0,0.0,0.0,0.0,4.0,63,134,79,9,0.1,0.3,101,,,133,40,40,,,,,,,0.08 ,0.06 ,0.06 ,0.00 ,0.01 ,0.01 ,,,,0.06,0.11,0.90,0.04,0.19,6.0,0.0,1844,68,60,41,89,102,4,275,25,793,14,365,0,5,1,1,622,11,44,566,0,0,91,74,12,0,4,1,1,0,3,1.00/6.83/20.26,107 ,3273 ,245 ,134 ,164 ,663 ,324 ,69 ,112 ,55 ,198 ,55 ,167 ,304 ,156 ,149 ,260 ,93 ,125 ,0 ,9 ,
L0124501,乳品類,中脂調味乳(維生素強化),樣品狀態:中脂(≧1.5%)調味乳; 前處理描述:混合均勻,"牛乳,牛奶",,60 ,60,86.9,2.0,1.9,1.3,0.6,8.6,,7.1,0.0,0.0,0.0,0.0,5.1,2.0,30,85,46,6,0.1,0.4,83,,,283,85,85,,,,,,,1.53 ,1.53 ,1.53 ,0.00 ,0.00 ,0.00 ,,,,0.16,0.37,2.70,0.03,0.28,22.0,3.0,1347,51,38,26,58,75,2,208,21,578,12,273,0,2,1,1,518,8,31,479,0,0,61,50,9,0,1,1,0,0,0,1.00/8.44/21.93,59 ,2030 ,148 ,81 ,100 ,422 ,194 ,39 ,59 ,59 ,112 ,52 ,97 ,184 ,102 ,88 ,153 ,60 ,80 ,0 ,11 ,
L0124601,乳品類,中脂調味乳(纖維&維生素E強化),樣品狀態:中脂(≧1.5%)調味乳; 前處理描述:混合均勻,"牛乳,牛奶",,66 ,65,85.5,2.4,2.1,1.5,0.7,9.3,0.3,,,,,,,,50,126,65,11,0.1,0.3,85,,,93,28,28,,,,,,,2.64 ,2.64 ,2.64 ,0.00 ,0.00 ,0.00 ,,,,0.04,0.19,1.20,0.05,0.15,4.0,0.0,1453,55,44,27,54,64,0,184,17,625,11,368,0,5,0,0,551,0,26,525,0,0,96,87,9,0,0,0,0,0,,1.00/5.77/15.21,,2416 ,178 ,100 ,125 ,493 ,243 ,47 ,80 ,37 ,138 ,65 ,115 ,225 ,120 ,109 ,188 ,64 ,89 ,0 ,10 ,
L0126101,乳品類,低脂調味乳(木瓜),樣品狀態:低脂(0.5-1.5%)調味乳; 前處理描述:混合均勻,"牛乳,牛奶",,61 ,61,85.9,1.8,1.3,0.9,0.5,10.5,,9.5,0.6,0.6,0.0,0.0,6.0,2.4,58,109,41,8,0.2,0.2,50,,,147,32,26,0,36,,,,,0.12 ,0.09 ,0.09 ,0.00 ,0.02 ,0.01 ,,,,0.02,0.12,1.80,0.04,0.16,4.0,0.0,925,59,57,41,67,65,1,138,12,348,7,128,0,1,1,0,342,6,24,262,50,0,37,28,8,0,1,0,0,0,1,1.00/9.19/24.86,48 ,1822 ,145 ,75 ,95 ,367 ,181 ,40 ,60 ,29 ,105 ,47 ,85 ,168 ,86 ,81 ,140 ,52 ,66 ,0 ,7 ,
